set P := 1 2 3 4 5 6 7;

set I := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15;

param 
v [*,*] (tr)
:      1        2        3        4        5        6        7       :=
1    0.3696   0.0688   0.2321   0.8191   0.2647   0.1009   0.0443
2    0.2903   0.9189   0.5982   0.5132   0.4311   0.213    0.6495
3    0.5489   0.8837   0.9      0.431    0.6204   0.3276   0.495
4    0.0119   0.0503   0.8167   0.4019   0.895    0.7953   0.5695
5    0.6097   0.6786   0.5722   0.2855   0.2524   0.3767   0.3441
6    0.0708   0.5742   0.6495   0.3146   0.2021   0.6223   0.2469
7    0.6026   0.461    0.5546   0.9379   0.6751   0.1533   0.1835
8    0.4658   0.8542   0.4076   0.5923   0.3401   0.5501   0.3158
9    0.7326   0.1637   0.9027   0.1176   0.2853   0.2923   0.8359
10   0.2209   0.672    0.86     0.8007   0.5409   0.3636   0.9047
11   0.639    0.83     0.6824   0.3965   0.333    0.6868   0.5916
12   0.0881   0.6943   0.3046   0.5016   0.5842   0.3115   0.7702
13   0.47     0.0112   0.5374   0.6593   0.1833   0.486    0.7133
14   0.5709   0.2416   0.3969   0.5904   0.1085   0.1715   0.417
15   0.4241   0.7743   0.4675   0.393    0.4594   0.8228   0.0559
;

