set P := 1 2 3 4 5 6;

set I := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15;

param 
v [*,*] (tr)
:      1        2        3        4        5        6       :=
1    0.687    0.7593   0.0509   0.993    0.911    0.7465
2    0.4719   0.5471   0.2141   0.6387   0.5345   0.6679
3    0.0769   0.9487   0.3905   0.5389   0.6072   0.86
4    0.96     0.2385   0.5098   0.1453   0.3289   0.8665
5    0.7515   0.3977   0.6794   0.7993   0.8613   0.8103
6    0.37     0.9963   0.843    0.0415   0.9572   0.1481
7    0.9399   0.1093   0.5515   0.8723   0.9167   0.1347
8    0.2168   0.8274   0.6667   0.1224   0.0786   0.4803
9    0.6497   0.8211   0.1597   0.0419   0.0718   0.4158
10   0.5263   0.423    0.3802   0.2864   0.6351   0.3199
11   0.6559   0.9954   0.687    0.884    0.9911   0.1555
12   0.2824   0.8825   0.2752   0.3886   0.1094   0.3138
13   0.7874   0.7464   0.3413   0.1732   0.3587   0.7307
14   0.5256   0.2221   0.5102   0.2599   0.9078   0.239
15   0.2389   0.9933   0.6617   0.5755   0.0755   0.2744
;

