set P := 1 2 3 4 5 6 7 8 9 10;

set I := 1 2 3 4 5 6 7;

param 
v [*,*]
:      1        2        3        4        5        6        7       :=
1    0.9215   0.0605   0.7148   0.6034   0.9622   0.4685   0.0453
2    0.5153   0.653    0.0862   0.0881   0.1647   0.0858   0.1126
3    0.6669   0.5348   0.0012   0.5239   0.9192   0.378    0.6323
4    0.509    0.4431   0.3183   0.0434   0.9945   0.3918   0.0993
5    0.0665   0.7065   0.088    0.7889   0.5673   0.4414   0.4089
6    0.2528   0.6479   0.6084   0.5845   0.8509   0.5212   0.9621
7    0.2634   0.1672   0.435    0.813    0.8336   0.5033   0.7117
8    0.084    0.0014   0.491    0.271    0.3407   0.5885   0.7485
9    0.6349   0.32     0.5787   0.9434   0.8791   0.066    0.6443
10   0.0185   0.1183   0.2258   0.7933   0.7101   0.3538   0.3445
;

