set P := 1 2 3 4 5 6 7;

set I := 1 2 3 4 5 6 7 8 9 10 11 12;

param 
v [*,*] (tr)
:      1        2        3        4        5        6        7       :=
1    0.2631   0.1381   0.5099   0.4557   0.2303   0.6413   0.9725
2    0.4139   0.8364   0.7596   0.5606   0.1335   0.0251   0.8655
3    0.8728   0.7891   0.3442   0.551    0.6861   0.7676   0.8005
4    0.6502   0.2028   0.5006   0.4933   0.5501   0.7232   0.1265
5    0.9372   0.2469   0.0542   0.7586   0.768    0.4729   0.929
6    0.1103   0.9349   0.0754   0.9507   0.8988   0.8078   0.9945
7    0.0269   0.1625   0.4475   0.5956   0.1748   0.2331   0.5211
8    0.6868   0.1391   0.4733   0.3146   0.6912   0.2963   0.2828
9    0.8227   0.8187   0.3732   0.5451   0.9578   0.9233   0.4148
10   0.8079   0.5186   0.2428   0.5656   0.3392   0.6561   0.4606
11   0.9868   0.0712   0.4775   0.4073   0.6943   0.8278   0.3346
12   0.0491   0.4607   0.5205   0.6141   0.5411   0.4462   0.2091
;

