set P := 1 2 3 4 5 6 7 8 9 10 11 12 13 14;

set I := 1 2 3 4 5;

param 
v [*,*]
:      1        2        3        4        5       :=
1    0.117    0.2599   0.503    0.8292   0.6438
2    0.6364   0.7636   0.7654   0.4045   0.5563
3    0.8898   0.647    0.1319   0.9893   0.3424
4    0.1758   0.8334   0.2784   0.6629   0.0124
5    0.7007   0.4306   0.7863   0.5741   0.0276
6    0.2357   0.4159   0.7776   0.8076   0.778
7    0.0208   0.4541   0.224    0.7418   0.2454
8    0.7329   0.9549   0.6955   0.7628   0.4706
9    0.223    0.7197   0.2997   0.0827   0.0901
10   0.727    0.83     0.3145   0.2257   0.2259
11   0.1737   0.9641   0.9235   0.876    0.4796
12   0.296    0.7436   0.0684   0.1859   0.7939
13   0.2521   0.198    0.068    0.9077   0.7696
14   0.7811   0.8661   0.492    0.0837   0.6982
;

