set P := 1 2 3 4 5 6;

set I := 1 2 3 4 5 6 7 8 9 10;

param 
v [*,*] (tr)
:      1        2        3        4        5        6       :=
1    0.2552   0.0271   0.5588   0.1713   0.1665   0.3943
2    0.9446   0.1552   0.6893   0.1414   0.9761   0.5622
3    0.0146   0.248    0.2467   0.4261   0.7189   0.1499
4    0.1023   0.9849   0.5686   0.6254   0.0936   0.1139
5    0.4671   0.8248   0.0066   0.4584   0.9584   0.0454
6    0.4846   0.7975   0.3802   0.8514   0.9252   0.8631
7    0.2995   0.3259   0.9258   0.4346   0.3547   0.0835
8    0.8609   0.8571   0.1215   0.9669   0.4605   0.805
9    0.1119   0.2214   0.0276   0.899    0.6041   0.2226
10   0.5067   0.0644   0.9114   0.7576   0.3096   0.2407
;

