set P := 1 2 3 4 5 6 7 8;

set I := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15;

param 
v [*,*] (tr)
:      1        2        3        4        5        6        7        8      :=
1    0.9017   0.6361   0.5909   0.1513   0.9288   0.6795   0.7636   0.2188
2    0.9244   0.9679   0.6281   0.6323   0.4803   0.9973   0.7929   0.2752
3    0.799    0.2897   0.3865   0.9087   0.8421   0.8274   0.7792   0.784
4    0.4701   0.3334   0.6849   0.3925   0.0896   0.3175   0.0457   0.2794
5    0.6767   0.8168   0.0212   0.896    0.2087   0.0594   0.9242   0.6042
6    0.2219   0.0676   0.0863   0.8362   0.5409   0.9212   0.0395   0.3248
7    0.0986   0.8079   0.0074   0.2726   0.9948   0.2487   0.6992   0.6394
8    0.7746   0.9127   0.7781   0.8568   0.1507   0.1148   0.7448   0.4996
9    0.4761   0.483    0.8882   0.958    0.4794   0.652    0.5605   0.6052
10   0.811    0.6937   0.3212   0.6024   0.2519   0.321    0.4502   0.2266
11   0.6248   0.8567   0.5414   0.2645   0.1257   0.0996   0.5216   0.1718
12   0.9985   0.9386   0.4043   0.9137   0.1029   0.6537   0.8001   0.2815
13   0.0882   0.4179   0.6322   0.5524   0.6886   0.7343   0.0098   0.4577
14   0.412    0.7925   0.4851   0.6543   0.5671   0.9347   0.4129   0.0479
15   0.0995   0.9067   0.21     0.9381   0.7185   0.8325   0.0355   0.007
;

