set P := 1 2 3 4 5 6 7 8;

set I := 1 2 3 4 5 6 7 8 9 10 11 12 13 14;

param 
v [*,*] (tr)
:      1        2        3        4        5        6        7        8      :=
1    0.3517   0.0636   0.214    0.487    0.4314   0.6833   0.0025   0.3439
2    0.8585   0.832    0.5202   0.429    0.9667   0.2184   0.7775   0.2394
3    0.5366   0.19     0.746    0.5047   0.8306   0.3275   0.6813   0.5851
4    0.0112   0.0237   0.6934   0.474    0.1472   0.7904   0.0486   0.1328
5    0.0696   0.6754   0.4867   0.6859   0.0834   0.9316   0.7425   0.6096
6    0.9955   0.7319   0.5191   0.8665   0.3278   0.5036   0.9988   0.7553
7    0.1142   0.9491   0.275    0.3771   0.1497   0.0441   0.7479   0.1032
8    0.0621   0.9433   0.236    0.9144   0.554    0.1971   0.2712   0.382
9    0.1412   0.3705   0.0528   0.253    0.2536   0.8458   0.7822   0.6199
10   0.6874   0.0314   0.3177   0.6824   0.8404   0.2687   0.654    0.2526
11   0.1484   0.6029   0.3603   0.3483   0.1835   0.8445   0.6034   0.9182
12   0.1063   0.336    0.7384   0.1684   0.4996   0.5718   0.9361   0.3814
13   0.7262   0.3843   0.0714   0.5593   0.0419   0.1941   0.4779   0.7919
14   0.3122   0.8271   0.2888   0.0525   0.5932   0.1847   0.4789   0.9661
;

