set P := 1 2 3 4 5 6 7 8 9;

set I := 1 2 3 4 5 6 7 8;

param 
v [*,*]
:     1        2        3        4        5        6        7        8       :=
1   0.7191   0.5167   0.895    0.3052   0.2655   0.3422   0.0478   0.9254
2   0.1291   0.8297   0.0084   0.9373   0.9552   0.0717   0.0639   0.2613
3   0.8609   0.9581   0.1291   0.0278   0.0042   0.8652   0.0419   0.1389
4   0.9499   0.1566   0.817    0.2791   0.0711   0.6882   0.7962   0.2616
5   0.3048   0.1544   0.7745   0.1035   0.2811   0.1913   0.0923   0.0113
6   0.2799   0.9464   0.4673   0.3928   0.8056   0.4804   0.0233   0.5975
7   0.2556   0.6221   0.6372   0.754    0.1692   0.0772   0.654    0.375
8   0.8982   0.6235   0.8864   0.0094   0.2488   0.3442   0.1454   0.5915
9   0.4195   0.6811   0.065    0.0175   0.8894   0.9983   0.2163   0.8085
;

