set P := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15;

set I := 1 2 3 4 5 6;

param 
v [*,*]
:      1        2        3        4        5        6       :=
1    0.7574   0.7589   0.9095   0.7395   0.0159   0.3873
2    0.7475   0.5188   0.9636   0.9112   0.8711   0.5307
3    0.0225   0.5584   0.9237   0.6127   0.8286   0.1139
4    0.0696   0.3883   0.3327   0.0836   0.6675   0.2089
5    0.7427   0.9456   0.7465   0.6091   0.9394   0.0144
6    0.0719   0.5955   0.8637   0.7964   0.4095   0.053
7    0.174    0.1873   0.5753   0.2321   0.6415   0.4962
8    0.5548   0.3981   0.7186   0.8514   0.5936   0.466
9    0.2156   0.6646   0.4802   0.1673   0.4431   0.7094
10   0.6016   0.3487   0.0999   0.5931   0.2695   0.9217
11   0.6477   0.3127   0.3625   0.3149   0.968    0.9215
12   0.1687   0.3687   0.1691   0.8426   0.9132   0.0103
13   0.0572   0.5882   0.1203   0.8704   0.8303   0.1534
14   0.572    0.4953   0.8117   0.4286   0.5979   0.9537
15   0.6945   0.9582   0.7343   0.0018   0.229    0.239
;

