set P := 1 2 3 4 5;

set I := 1 2 3 4 5 6 7 8 9 10 11;

param 
v [*,*] (tr)
:      1        2        3        4        5       :=
1    0.4596   0.1311   0.9495   0.9514   0.0937
2    0.8382   0.2556   0.6905   0.2734   0.8078
3    0.844    0.0999   0.661    0.5776   0.4551
4    0.8155   0.1458   0.787    0.6974   0.542
5    0.0597   0.7655   0.8265   0.4187   0.537
6    0.793    0.6838   0.1889   0.7472   0.6965
7    0.9386   0.7403   0.9528   0.9864   0.5639
8    0.0557   0.1188   0.0569   0.3111   0.0583
9    0.5775   0.2852   0.162    0.0052   0.635
10   0.1852   0.4506   0.1589   0.2759   0.0291
11   0.1811   0.8575   0.6743   0.5061   0.6878
;

