set P := 1 2 3 4 5 6 7 8 9;

set I := 1 2 3 4 5 6;

param 
v [*,*]
:     1        2        3        4        5        6       :=
1   0.6914   0.9483   0.2708   0.0069   0.1646   0.2117
2   0.3458   0.1825   0.585    0.6586   0.1476   0.6748
3   0.7734   0.3614   0.2874   0.6118   0.7572   0.6428
4   0.8375   0.2856   0.9693   0.8692   0.0946   0.1843
5   0.1142   0.9244   0.5897   0.069    0.3855   0.1014
6   0.4601   0.5858   0.0561   0.7543   0.1562   0.541
7   0.312    0.9652   0.7809   0.3957   0.6123   0.9802
8   0.2143   0.6783   0.4529   0.8567   0.4956   0.0098
9   0.3044   0.1131   0.8893   0.679    0.1289   0.1519
;

