set P := 1 2 3 4 5;

set I := 1 2 3 4 5 6 7 8 9;

param 
v [*,*] (tr)
:     1        2        3        4        5       :=
1   0.1603   0.3855   0.3912   0.742    0.6654
2   0.5106   0.7819   0.6353   0.4699   0.5737
3   0.3166   0.56     0.7802   0.7811   0.4798
4   0.673    0.1253   0.624    0.6106   0.3642
5   0.2493   0.477    0.7292   0.3841   0.5429
6   0.7319   0.2593   0.2388   0.789    0.6315
7   0.3206   0.2703   0.5044   0.2887   0.5977
8   0.1725   0.3335   0.306    0.3163   0.452
9   0.5671   0.5609   0.3889   0.3587   0.7088
;

