set P := 1 2 3 4 5 6 7;

set I := 1 2 3 4 5 6 7 8 9;

param 
v [*,*] (tr)
:     1        2        3        4        5        6        7       :=
1   0.5501   0.2862   0.0248   0.2039   0.9901   0.0454   0.6396
2   0.9047   0.1861   0.0877   0.7042   0.8931   0.8893   0.1136
3   0.7544   0.741    0.1303   0.3789   0.7808   0.2202   0.2058
4   0.3288   0.4866   0.116    0.015    0.6201   0.878    0.7313
5   0.2327   0.9694   0.8285   0.3313   0.5491   0.9743   0.3125
6   0.3006   0.9747   0.2916   0.2059   0.2334   0.1589   0.319
7   0.5077   0.0833   0.8675   0.5134   0.8096   0.6988   0.4931
8   0.9632   0.7742   0.055    0.1186   0.6686   0.5523   0.2836
9   0.064    0.5764   0.9163   0.6507   0.0629   0.9159   0.113
;

