set P := 1 2 3 4 5 6 7 8 9 10 11 12 13 14;

set I := 1 2 3 4 5 6;

param 
v [*,*]
:      1        2        3        4        5        6       :=
1    0.8036   0.8819   0.0661   0.1506   0.7328   0.7992
2    0.032    0.318    0.0546   0.0488   0.5969   0.2248
3    0.3072   0.2244   0.7042   0.6952   0.9484   0.7731
4    0.9274   0.3606   0.4368   0.6431   0.091    0.5071
5    0.9508   0.5535   0.49     0.9869   0.2068   0.8448
6    0.6195   0.7139   0.4108   0.6786   0.3893   0.0365
7    0.3336   0.6364   0.5538   0.4804   0.4927   0.849
8    0.4047   0.6932   0.7065   0.2048   0.425    0.4435
9    0.8177   0.9247   0.8268   0.9252   0.2619   0.6814
10   0.9225   0.0143   0.8112   0.2761   0.6913   0.475
11   0.5565   0.6684   0.6793   0.7926   0.5466   0.5586
12   0.2025   0.9743   0.6464   0.9586   0.124    0.887
13   0.0354   0.325    0.9996   0.2546   0.5401   0.3594
14   0.237    0.4578   0.438    0.2406   0.1222   0.6514
;

