set P := 1 2 3 4 5;

set I := 1 2 3 4 5 6 7 8 9 10 11 12 13 14;

param 
v [*,*] (tr)
:      1        2        3        4        5       :=
1    0.4959   0.8653   0.4229   0.1181   0.9943
2    0.1869   0.414    0.276    0.6201   0.5111
3    0.8835   0.225    0.4755   0.8493   0.994
4    0.0407   0.2198   0.5567   0.7082   0.2843
5    0.3696   0.3032   0.4746   0.6218   0.6243
6    0.612    0.4272   0.6041   0.7651   0.4879
7    0.3535   0.2187   0.2549   0.5874   0.708
8    0.0623   0.0336   0.6103   0.5965   0.2942
9    0.32     0.0791   0.951    0.1536   0.8441
10   0.9205   0.0078   0.1152   0.6571   0.0525
11   0.7282   0.3139   0.9144   0.6959   0.4661
12   0.7603   0.8134   0.6711   0.3677   0.3731
13   0.4808   0.235    0.7958   0.2565   0.9967
14   0.8655   0.8408   0.6563   0.4167   0.8503
;

