set P := 1 2 3 4 5 6 7 8;

set I := 1 2 3 4 5 6 7 8 9;

param 
v [*,*] (tr)
:     1        2        3        4        5        6        7        8       :=
1   0.832    0.6074   0.172    0.9308   0.0258   0.6209   0.2632   0.3972
2   0.4693   0.0823   0.2015   0.7692   0.7507   0.3045   0.2951   0.6489
3   0.8713   0.5025   0.1922   0.5436   0.9562   0.4265   0.1533   0.0737
4   0.5746   0.87     0.8651   0.2522   0.2274   0.4683   0.5908   0.0501
5   0.2775   0.2934   0.2783   0.4367   0.1984   0.2755   0.7562   0.9475
6   0.2979   0.5264   0.5181   0.8661   0.4259   0.134    0.9673   0.0556
7   0.4196   0.5985   0.795    0.1902   0.3547   0.9024   0.6369   0.5339
8   0.1676   0.9479   0.4916   0.8694   0.2857   0.7223   0.2116   0.3833
9   0.6363   0.1723   0.3703   0.246    0.5867   0.4711   0.0472   0.8025
;

