set P := 1 2 3 4 5 6 7 8 9 10 11;

set I := 1 2 3 4 5 6 7;

param 
v [*,*]
:      1        2        3        4        5        6        7       :=
1    0.4727   0.479    0.8379   0.8713   0.1101   0.3751   0.6926
2    0.3316   0.0114   0.9115   0.7672   0.6309   0.1549   0.0682
3    0.9766   0.3696   0.4761   0.1546   0.8037   0.8197   0.5754
4    0.2023   0.2634   0.8994   0.3747   0.5391   0.6118   0.1804
5    0.1549   0.1519   0.8114   0.0585   0.2599   0.0375   0.7436
6    0.5516   0.722    0.5087   0.9579   0.0987   0.3682   0.1616
7    0.5052   0.7486   0.6913   0.6084   0.9915   0.9135   0.4522
8    0.3389   0.1002   0.3073   0.5497   0.2149   0.5348   0.4234
9    0.5343   0.9836   0.343    0.7896   0.4476   0.8512   0.9457
10   0.0772   0.5234   0.6609   0.8121   0.1225   0.563    0.6877
11   0.5856   0.0716   0.3551   0.7276   0.5179   0.2997   0.5377
;

