set P := 1 2 3 4 5 6 7;

set I := 1 2 3 4 5 6 7 8 9 10 11 12 13 14;

param 
v [*,*] (tr)
:      1        2        3        4        5        6        7       :=
1    0.5876   0.0051   0.998    0.7161   0.4439   0.415    0.03
2    0.8625   0.7945   0.2852   0.187    0.3671   0.6641   0.9636
3    0.2346   0.1125   0.1285   0.264    0.1831   0.2363   0.1255
4    0.5573   0.6827   0.3238   0.1672   0.6058   0.5758   0.6401
5    0.6151   0.9822   0.0642   0.1934   0.819    0.7903   0.3845
6    0.1306   0.8779   0.1587   0.974    0.068    0.2501   0.2263
7    0.8691   0.4338   0.2143   0.1898   0.88     0.7769   0.0526
8    0.4533   0.7241   0.4873   0.9355   0.7468   0.5034   0.1795
9    0.7748   0.4912   0.5497   0.343    0.5781   0.108    0.8681
10   0.6622   0.8551   0.1509   0.5395   0.9419   0.5729   0.4692
11   0.871    0.6955   0.4967   0.2672   0.0763   0.284    0.7214
12   0.7486   0.7438   0.269    0.2996   0.3829   0.0819   0.1496
13   0.8926   0.4592   0.0175   0.7481   0.7503   0.3389   0.2595
14   0.3641   0.8703   0.4598   0.6787   0.6659   0.8136   0.9418
;

