set P := 1 2 3 4 5 6 7 8 9 10 11 12 13 14;

set I := 1 2 3 4 5 6 7;

param 
v [*,*]
:      1        2        3        4        5        6        7       :=
1    0.7131   0.2751   0.2595   0.6494   0.3877   0.8858   0.5466
2    0.8757   0.8583   0.4711   0.285    0.2095   0.6225   0.6785
3    0.7156   0.2465   0.9356   0.0323   0.0925   0.7608   0.9128
4    0.7748   0.4244   0.2564   0.3395   0.9234   0.6195   0.486
5    0.1338   0.8832   0.8671   0.7292   0.5467   0.5515   0.3107
6    0.6439   0.4578   0.5187   0.8826   0.3333   0.4227   0.0419
7    0.2365   0.4085   0.7569   0.6277   0.9249   0.7526   0.1703
8    0.7347   0.025    0.9453   0.8373   0.9321   0.1012   0.993
9    0.1807   0.8092   0.792    0.0589   0.7943   0.7732   0.9223
10   0.5696   0.378    0.1511   0.3887   0.195    0.9521   0.6892
11   0.419    0.3749   0.0953   0.1337   0.0693   0.0767   0.2379
12   0.3085   0.2693   0.0334   0.4316   0.1578   0.0724   0.7626
13   0.445    0.6027   0.6788   0.6602   0.6002   0.2149   0.1693
14   0.1487   0.1142   0.5235   0.3888   0.748    0.4237   0.8991
;

